PID,abs_velocity_mm_yr,stability_level,agent_predicted_level,recommended_action
394,6.773358333333334,2,3,ENHANCED MONITORING
394,2.6308145833333376,2,3,ENHANCED MONITORING
394,44.55238333333333,4,4,FIELD INSPECTION
394,11.474937499999998,3,3,ENHANCED MONITORING
394,26.2919125,3,3,ENHANCED MONITORING
394,9.95712083333333,2,3,ENHANCED MONITORING
394,0.42206666666666975,1,3,ENHANCED MONITORING
394,18.963577083333337,3,3,ENHANCED MONITORING
394,13.978929166666665,3,3,ENHANCED MONITORING
394,8.228270833333339,2,3,ENHANCED MONITORING
394,11.74481666666667,3,3,ENHANCED MONITORING
394,69.74245833333333,4,4,FIELD INSPECTION
394,81.70338124999999,4,4,FIELD INSPECTION
394,27.511441666666673,4,5,REINFORCE / ALARM
394,2.984904166666676,2,3,ENHANCED MONITORING
394,46.16252708333332,4,4,FIELD INSPECTION
394,27.588549999999998,3,3,ENHANCED MONITORING
394,35.589554166666666,4,4,FIELD INSPECTION
394,19.822929166666665,3,3,ENHANCED MONITORING
394,2.7464770833333336,2,3,ENHANCED MONITORING
394,2.2371562499999995,2,3,ENHANCED MONITORING
394,48.14096458333333,4,4,FIELD INSPECTION
394,20.15165416666666,3,3,ENHANCED MONITORING
394,28.05221458333334,3,3,ENHANCED MONITORING
394,59.807658333333336,4,4,FIELD INSPECTION
394,33.54009583333333,5,5,REINFORCE / ALARM
394,31.603256249999998,5,5,REINFORCE / ALARM
394,30.198058333333346,5,5,REINFORCE / ALARM
394,19.999466666666656,3,3,ENHANCED MONITORING
394,101.19454166666667,5,5,REINFORCE / ALARM
394,53.02009583333333,4,4,FIELD INSPECTION
394,43.198929166666666,4,4,FIELD INSPECTION
394,60.44481666666667,4,4,FIELD INSPECTION
394,3.252754166666662,2,3,ENHANCED MONITORING
394,77.79825000000001,5,5,REINFORCE / ALARM
394,35.97306666666668,5,5,REINFORCE / ALARM
394,100.65478333333333,5,5,REINFORCE / ALARM
394,40.70102500000004,4,4,FIELD INSPECTION
394,62.56935416666666,4,4,FIELD INSPECTION
394,5.714133333333351,2,3,ENHANCED MONITORING
394,25.12717083333335,3,3,ENHANCED MONITORING
394,23.207579166666687,3,3,ENHANCED MONITORING
394,26.53338333333333,3,3,ENHANCED MONITORING
394,166.2354208333333,5,5,REINFORCE / ALARM
394,18.690654166666622,4,5,REINFORCE / ALARM
394,31.42367499999996,4,4,FIELD INSPECTION
394,124.79780833333335,5,5,REINFORCE / ALARM
394,44.574704166666685,4,4,FIELD INSPECTION
394,47.19030000000001,4,4,FIELD INSPECTION
394,112.65730416666663,5,5,REINFORCE / ALARM
394,129.261975,5,5,REINFORCE / ALARM
394,109.71399791666666,5,5,REINFORCE / ALARM
394,61.56998958333333,5,5,REINFORCE / ALARM
394,86.38669791666666,4,4,FIELD INSPECTION
394,328.09189999999995,5,5,REINFORCE / ALARM
394,121.98944166666666,5,5,REINFORCE / ALARM
394,43.67578333333335,5,5,REINFORCE / ALARM
395,27.35519583333334,3,3,ENHANCED MONITORING
395,74.44505208333334,4,4,FIELD INSPECTION
395,10.921989583333328,3,3,ENHANCED MONITORING
395,29.69786875,3,3,ENHANCED MONITORING
395,73.08956875,4,4,FIELD INSPECTION
395,44.791824999999996,4,4,FIELD INSPECTION
395,0.9800875000000016,1,3,ENHANCED MONITORING
395,31.428747916666666,4,4,FIELD INSPECTION
395,1.2012666666666678,1,3,ENHANCED MONITORING
395,17.72172708333333,3,3,ENHANCED MONITORING
395,11.001127083333332,3,3,ENHANCED MONITORING
395,37.284922916666666,4,4,FIELD INSPECTION
395,36.87908958333333,4,4,FIELD INSPECTION
395,71.04213958333332,4,4,FIELD INSPECTION
395,28.7512625,3,4,FIELD INSPECTION
395,13.300172916666662,3,3,ENHANCED MONITORING
395,55.61742916666666,4,4,FIELD INSPECTION
395,42.01186666666667,4,4,FIELD INSPECTION
395,36.63153125,4,4,FIELD INSPECTION
395,21.967758333333325,3,3,ENHANCED MONITORING
395,33.069836458333334,4,4,FIELD INSPECTION
395,47.12283020833333,4,4,FIELD INSPECTION
395,17.883553125000002,3,3,ENHANCED MONITORING
395,9.603031250000003,2,3,ENHANCED MONITORING
395,12.641708333333339,3,3,ENHANCED MONITORING
395,57.09567708333333,4,4,FIELD INSPECTION
395,32.25867708333333,4,4,FIELD INSPECTION
395,12.233845833333332,3,3,ENHANCED MONITORING
395,16.687866666666665,3,3,ENHANCED MONITORING
395,14.663772916666673,3,3,ENHANCED MONITORING
395,2.1285958333333306,2,3,ENHANCED MONITORING
395,13.965739583333336,3,3,ENHANCED MONITORING
395,11.376522916666659,3,3,ENHANCED MONITORING
395,9.448814583333332,2,3,ENHANCED MONITORING
395,80.02830416666667,4,4,FIELD INSPECTION
395,83.88980833333333,4,4,FIELD INSPECTION
395,32.98410416666666,5,5,REINFORCE / ALARM
395,4.1014531249999955,2,3,ENHANCED MONITORING
395,58.225415625000004,4,4,FIELD INSPECTION
395,42.341098958333326,4,4,FIELD INSPECTION
395,54.92649791666667,4,4,FIELD INSPECTION
395,26.524252083333334,3,3,ENHANCED MONITORING
395,5.837912500000002,2,3,ENHANCED MONITORING
395,24.10954375,3,3,ENHANCED MONITORING
395,58.802206250000005,4,4,FIELD INSPECTION
395,28.91663958333334,3,3,ENHANCED MONITORING
395,26.733256249999997,3,3,ENHANCED MONITORING
395,51.08832916666666,4,4,FIELD INSPECTION
395,40.6705875,5,5,REINFORCE / ALARM
395,38.08238541666668,5,5,REINFORCE / ALARM
395,26.55367499999998,4,5,REINFORCE / ALARM
395,20.285579166666697,3,3,ENHANCED MONITORING
395,102.5561125,5,5,REINFORCE / ALARM
395,42.0098375,4,4,FIELD INSPECTION
395,58.54145833333333,4,4,FIELD INSPECTION
395,77.27878333333335,4,4,FIELD INSPECTION
395,28.77967083333333,3,5,REINFORCE / ALARM
395,98.7108416666667,5,5,REINFORCE / ALARM
395,10.965616666666657,4,3,ENHANCED MONITORING
395,141.53843333333336,5,5,REINFORCE / ALARM
395,18.712975,3,3,ENHANCED MONITORING
395,82.58099583333332,4,4,FIELD INSPECTION
395,14.019512500000017,3,3,ENHANCED MONITORING
395,35.879724999999965,4,4,FIELD INSPECTION
395,22.18487916666665,3,3,ENHANCED MONITORING
395,7.1122291666666735,2,3,ENHANCED MONITORING
395,167.10999166666667,5,5,REINFORCE / ALARM
395,35.494183333333375,5,5,REINFORCE / ALARM
395,52.98154166666664,4,4,FIELD INSPECTION
395,115.19173333333335,5,5,REINFORCE / ALARM
395,47.03912708333332,4,4,FIELD INSPECTION
395,39.71687916666667,4,4,FIELD INSPECTION
395,90.88231666666665,5,5,REINFORCE / ALARM
395,117.07987291666662,5,5,REINFORCE / ALARM
395,106.58603749999993,5,5,REINFORCE / ALARM
395,69.92914166666665,5,5,REINFORCE / ALARM
395,72.77809166666667,4,4,FIELD INSPECTION
395,307.66630833333335,5,5,REINFORCE / ALARM
395,110.84728750000004,5,5,REINFORCE / ALARM
395,36.44992083333336,5,5,REINFORCE / ALARM
396,63.61944791666665,4,4,FIELD INSPECTION
396,25.749110416666667,3,3,ENHANCED MONITORING
396,0.19682916666666758,1,3,ENHANCED MONITORING
396,28.66502291666666,3,3,ENHANCED MONITORING
396,16.595032291666666,3,3,ENHANCED MONITORING
396,33.419867708333335,4,4,FIELD INSPECTION
396,1.012046874999997,1,3,ENHANCED MONITORING
396,14.636886458333334,3,3,ENHANCED MONITORING
396,5.8556677083333355,2,3,ENHANCED MONITORING
396,11.182230208333332,3,3,ENHANCED MONITORING
396,55.00360625,4,4,FIELD INSPECTION
396,25.193118749999993,3,3,ENHANCED MONITORING
396,30.19197083333333,4,4,FIELD INSPECTION
396,59.722433333333335,4,4,FIELD INSPECTION
396,11.491170833333333,3,3,ENHANCED MONITORING
396,10.66631458333333,3,3,ENHANCED MONITORING
396,59.24760833333334,4,4,FIELD INSPECTION
396,49.76937083333334,4,4,FIELD INSPECTION
396,46.726635416666674,4,4,FIELD INSPECTION
396,2.251360416666666,2,3,ENHANCED MONITORING
396,20.708153125000006,3,3,ENHANCED MONITORING
396,32.384992708333336,4,4,FIELD INSPECTION
396,7.919330208333335,2,3,ENHANCED MONITORING
396,0.638172916666664,1,3,ENHANCED MONITORING
396,7.159914583333337,2,3,ENHANCED MONITORING
396,115.11868333333335,5,5,REINFORCE / ALARM
396,67.23643750000001,5,5,REINFORCE / ALARM
396,43.87667083333334,4,4,FIELD INSPECTION
396,4.017750000000007,2,3,ENHANCED MONITORING
396,6.68001666666667,2,3,ENHANCED MONITORING
396,2.8814166666666665,2,3,ENHANCED MONITORING
396,15.510950000000003,3,3,ENHANCED MONITORING
396,22.15444166666667,3,3,ENHANCED MONITORING
396,0.8664541666666642,1,3,ENHANCED MONITORING
396,41.93577291666667,4,4,FIELD INSPECTION
396,42.04230416666666,4,4,FIELD INSPECTION
396,30.51663749999999,4,4,FIELD INSPECTION
396,17.858695833333332,3,3,ENHANCED MONITORING
396,23.16496666666667,3,3,ENHANCED MONITORING
396,8.913114583333334,2,3,ENHANCED MONITORING
396,31.179160416666672,4,4,FIELD INSPECTION
396,40.11763958333333,4,4,FIELD INSPECTION
396,42.996519791666664,4,4,FIELD INSPECTION
396,38.53641145833333,4,4,FIELD INSPECTION
396,53.21134479166667,4,4,FIELD INSPECTION
396,25.575616666666676,3,3,ENHANCED MONITORING
396,21.011006250000005,3,3,ENHANCED MONITORING
396,45.0414125,4,4,FIELD INSPECTION
396,24.96585208333333,3,3,ENHANCED MONITORING
396,40.57420208333332,5,5,REINFORCE / ALARM
396,21.578158333333324,3,3,ENHANCED MONITORING
396,41.4619625,4,4,FIELD INSPECTION
396,59.815775,4,4,FIELD INSPECTION
396,57.328016666666656,4,4,FIELD INSPECTION
396,58.776841666666655,4,4,FIELD INSPECTION
396,41.248899999999985,4,4,FIELD INSPECTION
396,5.2697458333333245,2,3,ENHANCED MONITORING
396,52.328150000000015,5,5,REINFORCE / ALARM
396,81.80991250000002,4,4,FIELD INSPECTION
396,81.83629166666668,4,5,REINFORCE / ALARM
396,3.20608333333332,2,3,ENHANCED MONITORING
396,85.83577916666667,4,4,FIELD INSPECTION
396,45.85510833333334,5,5,REINFORCE / ALARM
396,146.1466708333333,5,5,REINFORCE / ALARM
396,156.5907916666667,5,5,REINFORCE / ALARM
396,88.95663749999999,4,4,FIELD INSPECTION
396,401.36510833333335,5,5,REINFORCE / ALARM
396,171.24543333333335,5,5,REINFORCE / ALARM
396,127.51080416666669,5,5,REINFORCE / ALARM
396,0.8705125000000619,1,3,ENHANCED MONITORING
396,27.856399999999997,3,3,ENHANCED MONITORING
396,2.4278979166666326,2,3,ENHANCED MONITORING
396,56.59041458333329,4,4,FIELD INSPECTION
396,66.85191041666668,4,4,FIELD INSPECTION
396,34.06159166666665,4,4,FIELD INSPECTION
396,60.98254583333337,5,5,REINFORCE / ALARM
396,78.96299166666668,4,4,FIELD INSPECTION
396,250.05623750000004,5,5,REINFORCE / ALARM
396,87.81218749999998,5,5,REINFORCE / ALARM
396,57.80081249999997,5,5,REINFORCE / ALARM
403,3.030560416666667,2,3,ENHANCED MONITORING
403,114.19541249999999,5,5,REINFORCE / ALARM
403,41.56342083333333,5,5,REINFORCE / ALARM
403,87.99379791666667,4,4,FIELD INSPECTION
403,29.700912499999998,3,3,ENHANCED MONITORING
403,33.87287916666666,4,4,FIELD INSPECTION
403,17.141385416666665,3,3,ENHANCED MONITORING
403,4.574248958333333,2,3,ENHANCED MONITORING
403,12.130865624999998,3,3,ENHANCED MONITORING
403,22.386273958333334,3,3,ENHANCED MONITORING
403,27.609856249999996,3,3,ENHANCED MONITORING
403,26.54352916666667,3,3,ENHANCED MONITORING
403,19.55000625,3,3,ENHANCED MONITORING
403,9.342283333333333,2,3,ENHANCED MONITORING
403,10.762700000000004,3,3,ENHANCED MONITORING
403,0.8360166666666728,1,3,ENHANCED MONITORING
403,67.62299374999999,4,4,FIELD INSPECTION
403,10.935179166666662,3,3,ENHANCED MONITORING
403,24.237381249999995,3,3,ENHANCED MONITORING
403,7.5302375000000055,2,3,ENHANCED MONITORING
403,19.717412499999995,3,3,ENHANCED MONITORING
403,25.560397916666663,3,3,ENHANCED MONITORING
403,56.96581041666667,5,5,REINFORCE / ALARM
403,27.05792291666666,3,3,ENHANCED MONITORING
403,43.15733125,4,4,FIELD INSPECTION
403,50.118387500000004,4,4,FIELD INSPECTION
403,9.354458333333332,2,3,ENHANCED MONITORING
403,5.245395833333331,2,3,ENHANCED MONITORING
403,4.0694937499999995,2,3,ENHANCED MONITORING
403,77.92202916666668,4,4,FIELD INSPECTION
403,33.67199166666666,4,4,FIELD INSPECTION
403,4.779702083333338,2,3,ENHANCED MONITORING
403,48.294166666666676,4,4,FIELD INSPECTION
403,43.77115416666666,4,4,FIELD INSPECTION
403,26.12044791666666,3,3,ENHANCED MONITORING
403,41.94997708333333,4,4,FIELD INSPECTION
403,3.055924999999995,2,3,ENHANCED MONITORING
403,34.80883229166667,4,4,FIELD INSPECTION
403,27.736171875,3,3,ENHANCED MONITORING
403,91.158790625,4,4,FIELD INSPECTION
403,96.39860625,4,5,REINFORCE / ALARM
403,17.03181041666667,4,3,ENHANCED MONITORING
403,63.5595875,4,4,FIELD INSPECTION
403,95.52707916666668,4,5,REINFORCE / ALARM
403,49.16062083333335,4,4,FIELD INSPECTION
403,24.423050000000007,3,3,ENHANCED MONITORING
403,39.84877500000001,4,4,FIELD INSPECTION
403,45.95453750000001,4,4,FIELD INSPECTION
403,131.0517,5,5,REINFORCE / ALARM
403,80.0272895833333,4,4,FIELD INSPECTION
403,173.04530416666663,5,5,REINFORCE / ALARM
403,88.92011249999997,4,4,FIELD INSPECTION
403,162.15679583333332,5,5,REINFORCE / ALARM
403,68.97340416666665,4,4,FIELD INSPECTION
403,10.302079166666658,3,3,ENHANCED MONITORING
403,75.28005416666667,5,5,REINFORCE / ALARM
403,68.0339,4,4,FIELD INSPECTION
403,60.09985833333334,5,5,REINFORCE / ALARM
403,101.14787083333333,5,5,REINFORCE / ALARM
403,91.81167499999998,5,5,REINFORCE / ALARM
403,29.950500000000044,4,5,REINFORCE / ALARM
403,149.57393333333331,5,5,REINFORCE / ALARM
403,60.04304166666668,4,4,FIELD INSPECTION
403,9.616220833333339,2,3,ENHANCED MONITORING
403,10.872275000000007,3,3,ENHANCED MONITORING
403,59.16644166666665,5,5,REINFORCE / ALARM
403,33.88708333333335,5,5,REINFORCE / ALARM
403,26.464391666666682,3,3,ENHANCED MONITORING
403,40.672616666666656,4,4,FIELD INSPECTION
403,17.570554166666664,3,3,ENHANCED MONITORING
403,29.7374375,3,3,ENHANCED MONITORING
403,41.41630625,4,4,FIELD INSPECTION
403,34.578014583333335,4,4,FIELD INSPECTION
403,14.93973958333334,3,3,ENHANCED MONITORING
403,32.48391458333333,4,4,FIELD INSPECTION
403,25.62330208333333,3,3,ENHANCED MONITORING
403,30.572439583333338,4,4,FIELD INSPECTION
403,7.702716666666674,2,3,ENHANCED MONITORING
403,34.814412499999996,4,4,FIELD INSPECTION
403,51.73563333333333,4,4,FIELD INSPECTION
409,7.648943750000002,2,3,ENHANCED MONITORING
409,111.57575833333334,5,5,REINFORCE / ALARM
409,39.81935208333332,5,5,REINFORCE / ALARM
409,56.05877291666667,4,4,FIELD INSPECTION
409,13.063267708333342,3,3,ENHANCED MONITORING
409,15.93048020833333,3,3,ENHANCED MONITORING
409,27.285696875,3,3,ENHANCED MONITORING
409,21.881011458333333,3,3,ENHANCED MONITORING
409,22.18944479166667,3,3,ENHANCED MONITORING
409,33.21086354166666,4,4,FIELD INSPECTION
409,36.82227291666666,4,4,FIELD INSPECTION
409,15.451089583333333,3,3,ENHANCED MONITORING
409,4.232841666666668,2,3,ENHANCED MONITORING
409,39.68542708333333,4,4,FIELD INSPECTION
409,17.659837500000013,3,3,ENHANCED MONITORING
409,1.6446395833333394,1,3,ENHANCED MONITORING
409,97.02967708333331,4,5,REINFORCE / ALARM
409,32.67262708333333,5,5,REINFORCE / ALARM
409,27.99539791666666,3,3,ENHANCED MONITORING
409,0.8157249999999957,1,3,ENHANCED MONITORING
409,55.89999062500001,4,4,FIELD INSPECTION
409,26.152407291666673,3,3,ENHANCED MONITORING
409,41.71510104166667,4,4,FIELD INSPECTION
409,36.41136666666667,4,4,FIELD INSPECTION
409,16.84918541666667,3,3,ENHANCED MONITORING
409,20.608216666666667,3,3,ENHANCED MONITORING
409,45.228095833333334,4,4,FIELD INSPECTION
409,54.542985416666674,4,4,FIELD INSPECTION
409,3.5307499999999927,2,3,ENHANCED MONITORING
409,54.369491666666676,4,4,FIELD INSPECTION
409,77.67142708333334,4,4,FIELD INSPECTION
409,71.47536666666667,4,4,FIELD INSPECTION
409,7.2197749999999985,3,3,ENHANCED MONITORING
409,34.1813125,4,4,FIELD INSPECTION
409,56.10138541666666,4,4,FIELD INSPECTION
409,44.31497083333333,4,4,FIELD INSPECTION
409,49.10177499999998,4,4,FIELD INSPECTION
409,55.152242708333326,4,4,FIELD INSPECTION
409,30.34973854166667,4,4,FIELD INSPECTION
409,40.68225520833334,4,4,FIELD INSPECTION
409,28.575739583333334,3,3,ENHANCED MONITORING
409,13.361047916666651,3,3,ENHANCED MONITORING
409,15.740245833333342,3,3,ENHANCED MONITORING
409,0.625997916666666,1,3,ENHANCED MONITORING
409,3.4434958333333276,2,3,ENHANCED MONITORING
409,11.538856250000016,3,3,ENHANCED MONITORING
409,10.724145833333338,3,3,ENHANCED MONITORING
409,1.725806249999998,1,3,ENHANCED MONITORING
409,33.649670833333325,4,4,FIELD INSPECTION
409,40.41491249999998,4,5,REINFORCE / ALARM
409,32.308391666666665,4,4,FIELD INSPECTION
409,9.193139583333325,3,3,ENHANCED MONITORING
409,16.187677083333302,4,3,ENHANCED MONITORING
409,10.842852083333328,3,3,ENHANCED MONITORING
409,53.507095833333345,4,4,FIELD INSPECTION
409,212.9590125,5,5,REINFORCE / ALARM
409,226.4448541666667,5,5,REINFORCE / ALARM
409,308.01126666666664,5,5,REINFORCE / ALARM
409,136.6379958333333,5,5,REINFORCE / ALARM
409,41.12715000000003,5,5,REINFORCE / ALARM
409,12.743166666666673,3,3,ENHANCED MONITORING
409,20.338337500000026,4,3,ENHANCED MONITORING
409,52.29568333333327,5,5,REINFORCE / ALARM
409,23.34353333333335,3,3,ENHANCED MONITORING
409,0.07710833333329485,1,3,ENHANCED MONITORING
409,8.914129166666655,2,3,ENHANCED MONITORING
409,36.338316666666685,4,4,FIELD INSPECTION
409,13.13885416666661,3,3,ENHANCED MONITORING
409,85.27370000000002,4,4,FIELD INSPECTION
409,35.337937499999974,4,4,FIELD INSPECTION
409,49.44774791666663,4,4,FIELD INSPECTION
409,8.591491666666647,2,3,ENHANCED MONITORING
409,7.2806500000000085,2,3,ENHANCED MONITORING
409,10.118439583333362,3,3,ENHANCED MONITORING
409,38.158479166666694,4,4,FIELD INSPECTION
409,5.044508333333326,2,3,ENHANCED MONITORING
409,28.50979166666669,3,4,FIELD INSPECTION
409,185.7316541666667,5,5,REINFORCE / ALARM
409,82.3902541666667,5,5,REINFORCE / ALARM
409,38.811870833333366,5,5,REINFORCE / ALARM
414,0.8197833333333336,1,3,ENHANCED MONITORING
414,13.829785416666667,3,3,ENHANCED MONITORING
414,1.8536437499999991,1,3,ENHANCED MONITORING
414,3.8158479166666663,2,3,ENHANCED MONITORING
414,9.55078020833333,2,3,ENHANCED MONITORING
414,1.2210510416666658,1,3,ENHANCED MONITORING
414,3.5992343749999995,2,3,ENHANCED MONITORING
414,0.07863020833333263,1,3,ENHANCED MONITORING
414,3.9675281249999976,2,3,ENHANCED MONITORING
414,7.778303125000001,2,3,ENHANCED MONITORING
414,4.857825,2,3,ENHANCED MONITORING
414,4.180083333333333,2,3,ENHANCED MONITORING
414,1.542166666666667,1,3,ENHANCED MONITORING
414,1.8120458333333331,1,3,ENHANCED MONITORING
414,0.2688645833333325,1,3,ENHANCED MONITORING
414,8.603666666666667,2,3,ENHANCED MONITORING
414,5.878495833333335,2,3,ENHANCED MONITORING
414,1.2946083333333327,1,3,ENHANCED MONITORING
414,7.617491666666666,2,3,ENHANCED MONITORING
414,0.9415333333333328,1,3,ENHANCED MONITORING
414,3.9381052083333334,2,3,ENHANCED MONITORING
414,8.655917708333332,2,3,ENHANCED MONITORING
414,5.510709375,2,3,ENHANCED MONITORING
414,16.053752083333332,3,3,ENHANCED MONITORING
414,0.0700062499999999,1,3,ENHANCED MONITORING
414,3.074187499999999,2,3,ENHANCED MONITORING
414,0.3084333333333329,1,3,ENHANCED MONITORING
414,1.228660416666666,1,3,ENHANCED MONITORING
414,12.348493749999998,3,3,ENHANCED MONITORING
414,12.555468750000001,3,3,ENHANCED MONITORING
414,1.6436250000000012,1,3,ENHANCED MONITORING
414,7.0219312500000015,2,3,ENHANCED MONITORING
414,2.1255520833333357,2,3,ENHANCED MONITORING
414,12.748239583333335,3,3,ENHANCED MONITORING
414,4.4611229166666675,2,3,ENHANCED MONITORING
414,1.9459708333333328,1,3,ENHANCED MONITORING
414,10.424843749999999,3,3,ENHANCED MONITORING
414,2.1554822916666656,2,3,ENHANCED MONITORING
414,11.479503125,3,3,ENHANCED MONITORING
414,5.540132291666667,2,3,ENHANCED MONITORING
414,19.858439583333332,3,3,ENHANCED MONITORING
414,9.38996875,2,3,ENHANCED MONITORING
414,17.117035416666667,3,3,ENHANCED MONITORING
414,6.544062500000003,2,3,ENHANCED MONITORING
414,2.1397562499999965,2,3,ENHANCED MONITORING
414,5.518318750000005,2,3,ENHANCED MONITORING
414,6.411152083333334,2,3,ENHANCED MONITORING
414,1.2905500000000019,1,3,ENHANCED MONITORING
414,18.06567083333333,3,3,ENHANCED MONITORING
414,11.591614583333344,3,3,ENHANCED MONITORING
414,0.6777416666666767,1,3,ENHANCED MONITORING
414,10.342662500000001,3,3,ENHANCED MONITORING
414,16.54988333333333,3,3,ENHANCED MONITORING
414,4.222695833333333,2,3,ENHANCED MONITORING
414,7.546470833333337,2,3,ENHANCED MONITORING
414,23.609354166666662,3,3,ENHANCED MONITORING
414,16.49915416666667,3,3,ENHANCED MONITORING
414,21.754695833333333,3,3,ENHANCED MONITORING
414,8.859341666666671,2,3,ENHANCED MONITORING
414,12.8507125,3,3,ENHANCED MONITORING
414,5.37729166666666,2,3,ENHANCED MONITORING
414,10.287875000000005,3,3,ENHANCED MONITORING
414,1.2175000000000036,1,3,ENHANCED MONITORING
414,24.011129166666663,3,3,ENHANCED MONITORING
414,3.5145166666666667,2,3,ENHANCED MONITORING
414,6.436516666666665,2,3,ENHANCED MONITORING
414,8.790350000000002,2,3,ENHANCED MONITORING
414,6.596820833333337,2,3,ENHANCED MONITORING
414,12.461112499999999,3,3,ENHANCED MONITORING
414,0.2516166666666659,1,3,ENHANCED MONITORING
414,5.658331249999999,2,3,ENHANCED MONITORING
414,6.758139583333334,2,3,ENHANCED MONITORING
414,7.6956145833333345,2,3,ENHANCED MONITORING
414,1.2661999999999975,1,3,ENHANCED MONITORING
414,0.16436249999999752,1,3,ENHANCED MONITORING
414,9.528966666666669,2,3,ENHANCED MONITORING
414,5.923137499999998,2,3,ENHANCED MONITORING
414,0.5519333333333355,1,3,ENHANCED MONITORING
414,16.375375000000002,3,3,ENHANCED MONITORING
414,2.2787541666666677,2,3,ENHANCED MONITORING
416,39.38409583333333,4,4,FIELD INSPECTION
416,44.70862916666667,4,4,FIELD INSPECTION
416,61.62173333333334,4,4,FIELD INSPECTION
416,20.915635416666664,3,3,ENHANCED MONITORING
416,20.433201041666663,3,3,ENHANCED MONITORING
416,21.699401041666665,3,3,ENHANCED MONITORING
416,5.571584375000003,2,3,ENHANCED MONITORING
416,17.81253229166667,3,3,ENHANCED MONITORING
416,29.358490624999998,3,4,FIELD INSPECTION
416,18.067192708333334,3,3,ENHANCED MONITORING
416,41.50863333333333,4,4,FIELD INSPECTION
416,8.245518750000002,2,3,ENHANCED MONITORING
416,17.364593750000008,3,3,ENHANCED MONITORING
416,17.034854166666666,3,3,ENHANCED MONITORING
416,2.59834791666666,2,3,ENHANCED MONITORING
416,0.9902333333333336,1,3,ENHANCED MONITORING
416,7.928968749999996,2,3,ENHANCED MONITORING
416,21.614683333333335,3,3,ENHANCED MONITORING
416,14.704356249999991,3,3,ENHANCED MONITORING
416,10.510068750000016,3,3,ENHANCED MONITORING
416,17.646140624999987,3,3,ENHANCED MONITORING
416,8.692442708333338,2,3,ENHANCED MONITORING
416,10.827126041666668,3,3,ENHANCED MONITORING
416,5.485852083333332,2,3,ENHANCED MONITORING
416,21.66135416666667,3,3,ENHANCED MONITORING
416,62.44557500000001,4,4,FIELD INSPECTION
416,33.03280416666667,4,4,FIELD INSPECTION
416,51.30240625,4,4,FIELD INSPECTION
416,84.1596875,4,4,FIELD INSPECTION
416,87.11719791666667,4,4,FIELD INSPECTION
416,117.35786874999998,5,5,REINFORCE / ALARM
416,48.83595416666666,4,4,FIELD INSPECTION
416,35.15937083333332,4,4,FIELD INSPECTION
416,6.859597916666665,2,3,ENHANCED MONITORING
416,4.542289583333327,2,3,ENHANCED MONITORING
416,47.997908333333335,4,4,FIELD INSPECTION
416,15.439929166666653,3,3,ENHANCED MONITORING
416,31.632679166666662,4,4,FIELD INSPECTION
416,111.46922708333334,5,5,REINFORCE / ALARM
416,83.66558541666667,4,4,FIELD INSPECTION
416,54.14425416666666,4,4,FIELD INSPECTION
416,41.62226666666667,4,4,FIELD INSPECTION
416,23.118295833333335,3,3,ENHANCED MONITORING
416,41.258031249999995,4,4,FIELD INSPECTION
416,33.42544791666667,4,4,FIELD INSPECTION
416,69.54867291666669,4,4,FIELD INSPECTION
416,77.09514375000002,4,4,FIELD INSPECTION
416,78.53991041666667,4,4,FIELD INSPECTION
416,69.80231874999998,4,4,FIELD INSPECTION
416,16.143035416666674,4,3,ENHANCED MONITORING
416,30.958995833333333,4,4,FIELD INSPECTION
416,56.065874999999984,4,4,FIELD INSPECTION
416,24.615820833333316,3,3,ENHANCED MONITORING
416,2.1204791666666623,2,3,ENHANCED MONITORING
416,42.703812500000026,4,4,FIELD INSPECTION
416,124.76534166666666,5,5,REINFORCE / ALARM
416,51.49619166666668,5,5,REINFORCE / ALARM
416,15.543416666666658,3,3,ENHANCED MONITORING
416,40.92829166666667,5,5,REINFORCE / ALARM
416,158.27499999999998,5,5,REINFORCE / ALARM
416,115.33580416666665,5,5,REINFORCE / ALARM
416,218.22469999999998,5,5,REINFORCE / ALARM
416,10.498908333333384,3,3,ENHANCED MONITORING
416,19.147216666666676,3,3,ENHANCED MONITORING
416,82.4673625,4,4,FIELD INSPECTION
416,64.16833749999999,4,4,FIELD INSPECTION
416,144.51724999999996,5,5,REINFORCE / ALARM
416,96.19873333333335,5,5,REINFORCE / ALARM
416,105.44361666666667,5,5,REINFORCE / ALARM
416,251.2351833333333,5,5,REINFORCE / ALARM
416,53.95351249999994,4,4,FIELD INSPECTION
416,37.21694583333332,4,4,FIELD INSPECTION
416,27.710300000000018,3,3,ENHANCED MONITORING
416,16.74468333333335,3,3,ENHANCED MONITORING
416,30.50649166666669,4,4,FIELD INSPECTION
416,24.83699999999997,3,3,ENHANCED MONITORING
416,9.30778749999997,2,3,ENHANCED MONITORING
416,3.275075000000006,2,3,ENHANCED MONITORING
416,102.02447083333333,5,5,REINFORCE / ALARM
416,85.83577916666668,4,4,FIELD INSPECTION
418,34.05246041666666,4,4,FIELD INSPECTION
418,34.05246041666666,4,4,FIELD INSPECTION
418,44.37686041666668,4,4,FIELD INSPECTION
418,17.339229166666666,3,3,ENHANCED MONITORING
418,12.552425,3,3,ENHANCED MONITORING
418,56.0597875,4,4,FIELD INSPECTION
418,5.383379166666667,2,3,ENHANCED MONITORING
